cell line	drug	target	log10[IC50 (M)]	log10[GI50 (M)]	log2[HillSlope]	E_max
SUM1315MO2	Etoposide	TOP2	-5.3511	-6.5663	-0.9723	0.20513
SUM1315MO2	Everolimus	MTOR	-5.0015	-5.8879	-0.9029	0.26566999999999996
SUM1315MO2	Fascaplysin	CDK4	-6.1327	-6.3906	1.4547	0.0080702
SUM1315MO2	GSK1059615	PI3K	-5.8331	-6.4593	0.1966	0.12697999999999998
SUM1315MO2	GSK1070916	AURK	-5.0685	-5.7956	-0.2287	0.23845999999999998
SUM1315MO2	GSK1120212	MEK	-4.8677	-6.9874	-0.4076	0.5867399999999999
SUM1315MO2	GSK1838705A	IGF1R	NaN	NaN	NaN	NaN
SUM1315MO2	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
SUM1315MO2	GSK2126458A	PI3K	-6.5244	-7.9823	-1.1600	0.27488
SUM1315MO2	GSK461364	PLK1	-7.3301	-7.6637	1.2792	0.3088
SUM1315MO2	GSK923295	CENPE	-7.0706	-7.6782	1.4431	0.4822
SUM1315MO2	Gefitinib	EGFR	-4.7982	-5.8397	-0.6253	0.46326999999999996
SUM1315MO2	Geldanamycin	HSP90	-6.3297	-7.1939	0.5588	0.46261
SUM1315MO2	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN
SUM1315MO2	IKK 16	IKK	-5.5105	-5.7598	1.0690	0.0015824
SUM1315MO2	Ibandronate sodium salt	FDPS	-4.0774	-4.3748	1.9995	0.43775
SUM1315MO2	Imatinib	ABL/KIT/PDGFR	-4.4815	-4.6214	1.9996	0.011301
SUM1315MO2	Ixabepilone	TUBB	-7.7389	-8.2229	0.7621	0.2605
SUM1315MO2	LBH589	HDAC	-6.2382	-6.6278	0.5306	0.041927
SUM1315MO2	Lestaurtinib	FLT3/JAK2/TrkA	-6.4887	-7.3929	-0.7066	0.083383
SUM1315MO2	MG-132	Proteasome	-6.6111	-6.9346	0.7655	0.015359999999999999
SUM1315MO2	MLN4924	NAE1	-6.1629	-7.189	-0.2921	0.37851
SUM1315MO2	NSC663284	CDC25	-5.6938	-5.9677	1.2446	0.007762100000000001
SUM1315MO2	NU6102	CDK1/2	-4.8489	-5.4507	0.2190	0.14570999999999998
SUM1315MO2	Nutlin 3a	MDM2	-4.4465	-4.7517	0.7093	0.25032
SUM1315MO2	Olomoucine II	CDK1	-5.1819	-5.4151	1.4340	0.05442
SUM1315MO2	Oxaliplatin	DNA cross-linker	-4.4537	-4.816	0.9407	0.010995
SUM1315MO2	Oxamflatin	HDAC	-5.5385	-5.6928	2.0000	0.020883000000000002
SUM1315MO2	PD173074	FGFR1/3	-5.2186	-5.4831	1.0854	0.19465
SUM1315MO2	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN
SUM1315MO2	Paclitaxel	TUBB	-7.5886	-8.0292	0.6599	0.2818
SUM1315MO2	SB-715992	KSP	-7.4316	-7.5729999999999995	1.9996	0.1567
SUM1315MO2	Sigma AKT1-2 inhibitor	AKT	-4.8908	-5.4137	0.6164	0.077998
SUM1315MO2	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.0029	-5.1409	1.8536	0
SUM1315MO2	TCS2312 dihydrochloride	CHK1	-6.1001	-6.5146	0.4579	0.022179
SUM1315MO2	Tamoxifen	ESR1	-4.2677	-4.4471	1.9996	0.010819
SUM1315MO2	Temsirolimus	MTOR	-4.9153	-5.853	-1.3128	0.28239000000000003
SUM1315MO2	Topotecan	TOP1	-6.4541	-8.0966	-1.4624	0.11087000000000001
SUM1315MO2	Trichostatin A	HDAC	-4.1982	-4.3426	1.5919	0.040364
SUM1315MO2	Triciribine	AKT	-4.4776	-6.4178	-1.0283	0.5455399999999999
SUM1315MO2	VX-680	AURK/FLT3/ABL/JAK2	-4.7149	-5.4637	-0.2683	0.20314000000000002
SUM1315MO2	Valproic acid	HDAC	-2.4249	-2.656	1.6007	0.15707000000000002
SUM1315MO2	Vinorelbine	TUBB	NaN	NaN	NaN	NaN
SUM1315MO2	Vorinostat	HDAC	-3.3764	-3.7996	0.0668	0.052024
SUM1315MO2	XRP44X	ELK3	-6.0665	-6.3597	1.1998	0.13241
SUM1315MO2	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
SUM1315MO2	Z-Leu-Leu-Norvalinal	Proteasome	-5.9987	-6.8638	-0.1318	0.021235
SUM149PT	17-AAG	HSP90	-7.1017	-7.1526	1.8111	0.031435000000000005
SUM149PT	5-FU	TYMS	-3.8717	-4.1591	-0.6031	0.044864
SUM149PT	5-FUdR	TYMS	-3.8778	-4.1766	-0.6341	0.1409
SUM149PT	AG1478	EGFR	-4.5747	-5.8612	0.0933	0.34636999999999996
SUM149PT	BIBW2992	EGFR/HER2	-6.7783	-7.1133	-1.0466	0.052111000000000005
SUM149PT	Baicalein	Lipoxygenase	-4.2157	-4.2833	0.7335	0.19837
SUM149PT	Bortezomib	Proteasome	NaN	NaN	NaN	NaN
SUM149PT	Bosutinib	Src	-6.0187	-6.1801	0.1757	0.006149100000000001
SUM149PT	CGC-11047	Polyamine analogue	-4.1031	-4.3666	-1.2385	0.14758
SUM149PT	CGC-11144	Polyamine analogue	-6.4724	-6.5808	0.7790	0.018372
SUM149PT	CPT-11	TOP1	NaN	NaN	NaN	NaN
SUM149PT	Carboplatin	DNA cross-linker	-4.7478	-4.8660000000000005	0.4109	0.0031991
SUM149PT	Cisplatin	DNA cross-linker	-5.6729	-5.8069	0.4568	0.0020813000000000003
SUM149PT	Docetaxel	TUBB	-8.6657	-8.8072	1.2079	0.2665
SUM149PT	Doxorubicin	TOP2	-6.6004	-6.7222	1.3219	0.1233
SUM149PT	Epirubicin	TOP2	-6.4896	-6.6626	0.5150	0
SUM149PT	Erlotinib	EGFR	-5.0377	-5.938	-0.5804	0.45893
SUM149PT	Etoposide	TOP2	-5.2383	-5.5955	-0.8601	0.096788
SUM149PT	Everolimus	MTOR	-5.2951	-5.4567	-1.2912	0.25864000000000004
SUM149PT	Fascaplysin	CDK4	-6.372000000000001	-6.4522	1.3380	0.0081919
SUM149PT	GSK1059615	PI3K	-5.9579	-6.0461	1.3702	0.037844
SUM149PT	GSK1070916	AURK	-5.4508	-5.5356	0.0724	0.12067
SUM149PT	GSK1120212	MEK	-7.0747	-7.6825	-0.5029	0.40718000000000004
SUM149PT	GSK1838705A	IGF1R	NaN	NaN	NaN	NaN
SUM149PT	GSK2119563A	PI3K	-5.2847	-5.7392	-0.3219	0.40202
SUM149PT	GSK2126458A	PI3K	-7.2716	-7.6596	-1.1112	0.048429
SUM149PT	GSK461364	PLK1	-7.9672	-8.0354	1.4691	0.1432
SUM149PT	GSK923295	CENPE	-7.0064	-7.1666	1.3477	0.3644
SUM149PT	Gefitinib	EGFR	-5.3206	-5.5832	-0.9884	0.27315
SUM149PT	Geldanamycin	HSP90	-8.1819	-8.2478	1.9939	0.0572
SUM149PT	Gemcitabine	DNA replication	-7.5714	-7.9561	-0.6297	0.16707
SUM149PT	IKK 16	IKK	-5.7252	-5.83	0.9237	0.0011495
SUM149PT	Ibandronate sodium salt	FDPS	-3.5459	-3.7510000000000003	-0.5855	0.24828000000000003
SUM149PT	Imatinib	ABL/KIT/PDGFR	-4.6354	-4.6881	1.9957	0.0051559
SUM149PT	Ixabepilone	TUBB	-8.1536	-8.3009	0.4573	0.10350999999999999
SUM149PT	LBH589	HDAC	-6.5824	-6.6713	1.0803	0.0022354
SUM149PT	Lestaurtinib	FLT3/JAK2/TrkA	-6.8846	-7.1684	-0.6759	0.041514999999999996
SUM149PT	MG-132	Proteasome	-6.8046	-6.8545	1.8897	0.0059015
SUM149PT	MLN4924	NAE1	-6.5713	-6.7753	-0.0798	0.037479000000000005
SUM149PT	NSC663284	CDC25	-5.6714	-5.7412	1.5726	0.0052558
SUM149PT	NU6102	CDK1/2	-5.0239	-5.1341	0.1114	0.12064000000000001
SUM149PT	Nutlin 3a	MDM2	-4.5118	-4.5033	1.1117	0.15822
SUM149PT	Olomoucine II	CDK1	-5.1557	-5.2203	1.5785	0.0029638000000000004
SUM149PT	Oxaliplatin	DNA cross-linker	-5.6477	-5.864	-0.5388	0.020974
SUM149PT	Oxamflatin	HDAC	-6.1413	-6.2702	0.5023	0.0030892
SUM149PT	PD173074	FGFR1/3	-5.0494	-5.1029	1.9996	0.085259
SUM149PT	PP242 hydrate	MTOR	-7.3786	NaN	-1.9346	0.13543
SUM149PT	Paclitaxel	TUBB	-8.0475	-8.1202	2.0000	0.2002
SUM149PT	SB-715992	KSP	-7.4162	-7.5148	1.2510	0.11599999999999999
SUM149PT	Sigma AKT1-2 inhibitor	AKT	-4.9489	-5.0706	0.7233	0.052849
SUM149PT	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.494	-5.6171	0.7596	0.0012391
SUM149PT	TCS2312 dihydrochloride	CHK1	-6.5404	-6.6528	0.9815	0.020334
SUM149PT	Tamoxifen	ESR1	-4.3475	-4.3713	1.5028	0.023634
SUM149PT	Temsirolimus	MTOR	-5.3242	-5.5175	-0.7223	0.11918
SUM149PT	Topotecan	TOP1	NaN	NaN	NaN	NaN
SUM149PT	Trichostatin A	HDAC	-5.1289	-5.1832	2.0000	0.01243
SUM149PT	Triciribine	AKT	-6.3471	-6.4203	1.9989	0.2676
SUM149PT	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
SUM149PT	Valproic acid	HDAC	-2.7801	-2.9160000000000004	0.3271	0.060991
SUM149PT	Vinorelbine	TUBB	-7.8406	-7.877999999999999	1.9996	0.1822
SUM149PT	Vorinostat	HDAC	-3.9268	-4.0666	0.6220	0
SUM149PT	XRP44X	ELK3	-5.8456	-5.9381	1.8450	0.33925
SUM149PT	Z-Leu-Leu-Leu-al	Proteasome	-6.5078	-6.598	1.6668	0.10057
SUM149PT	Z-Leu-Leu-Norvalinal	Proteasome	-6.0153	-6.1387	1.0479	0.0020998
SUM159PT	17-AAG	HSP90	-7.4356	-7.4727	1.5221	0.050276999999999995
SUM159PT	5-FU	TYMS	-4.6079	-4.6852	-0.1818	0.10149
SUM159PT	5-FUdR	TYMS	-4.4826	-4.548	-0.3183	0.076315
SUM159PT	AG1478	EGFR	-4.7713	-4.7804	0.6088	0.052565999999999995
SUM159PT	BIBW2992	EGFR/HER2	-5.5719	-5.6128	0.6772	0.0058247
SUM159PT	Baicalein	Lipoxygenase	-4.3232	-4.3449	1.9996	0.0065168000000000005
SUM159PT	Bortezomib	Proteasome	-7.3915	-7.4495	0.6031	0
SUM159PT	Bosutinib	Src	-5.8739	-5.9188	0.1596	0.008005700000000001
SUM159PT	CGC-11047	Polyamine analogue	-3.6455	-3.7456	-1.2919	0.22046
SUM159PT	CGC-11144	Polyamine analogue	-6.5933	-6.6719	-0.0370	0.018487
SUM159PT	CPT-11	TOP1	NaN	NaN	NaN	NaN
SUM159PT	Carboplatin	DNA cross-linker	-4.5141	-4.5431	1.3403	0.014331
SUM159PT	Cisplatin	DNA cross-linker	-5.4121	-5.4347	0.9404	0.013761
SUM159PT	Docetaxel	TUBB	-8.7477	-8.8094	1.0963	0.09564
SUM159PT	Doxorubicin	TOP2	NaN	NaN	NaN	NaN
SUM159PT	Epirubicin	TOP2	-6.8227	-6.8449	1.5185	0.016640000000000002
SUM159PT	Erlotinib	EGFR	-4.8274	-4.9534	0.9283	0.41661000000000004
SUM159PT	Etoposide	TOP2	-6.0595	-6.148	0.0963	0.034149
SUM159PT	Everolimus	MTOR	-6.0828	-6.115	-1.4994	0.17465
SUM159PT	Fascaplysin	CDK4	-6.3633	-6.4005	0.9038	0
SUM159PT	GSK1059615	PI3K	-6.6443	-6.749	0.5646	0.06586399999999999
SUM159PT	GSK1070916	AURK	-5.7426	-5.6673	-0.7554	0.15068
SUM159PT	GSK1120212	MEK	-7.8185	-7.9844	-0.3108	0.36701
SUM159PT	GSK1838705A	IGF1R	-5.5468	-5.5706	1.9931	0.1609
SUM159PT	GSK2119563A	PI3K	-6.4307	-6.5006	0.5150	0.11799000000000001
SUM159PT	GSK2126458A	PI3K	-7.89	-7.9744	0.2116	0.10098
SUM159PT	GSK461364	PLK1	-7.5215	-7.5669	1.9996	0.06299
SUM159PT	GSK923295	CENPE	-7.4327	-7.4703	1.6785	0.1772
SUM159PT	Gefitinib	EGFR	-5.0419	-5.0297	1.1253	0.083607
SUM159PT	Geldanamycin	HSP90	-8.141	-8.197000000000001	1.3805	0.039994999999999996
SUM159PT	Gemcitabine	DNA replication	-7.9651	-7.996	1.9995	0.19699999999999998
SUM159PT	IKK 16	IKK	-5.8905	-5.9012	1.8600	0
SUM159PT	Ibandronate sodium salt	FDPS	-4.3674	-4.4007	0.8734	0.17012
SUM159PT	Imatinib	ABL/KIT/PDGFR	-4.9068	-4.9231	1.9975	0
SUM159PT	Ixabepilone	TUBB	-8.1674	-8.211	0.8703	0.054770000000000006
SUM159PT	LBH589	HDAC	-6.8992	-6.9383	0.3962	0
SUM159PT	Lestaurtinib	FLT3/JAK2/TrkA	-6.5161	-6.5758	-0.3825	0.026579000000000002
SUM159PT	MG-132	Proteasome	-7.3266	-7.3432	1.8824	0.001993
SUM159PT	MLN4924	NAE1	-6.29	-6.3416	0.4404	0.094704
SUM159PT	NSC663284	CDC25	-5.7829	-5.7996	1.8182	0
SUM159PT	NU6102	CDK1/2	-4.9393	-4.9695	0.8703	0.03866
SUM159PT	Nutlin 3a	MDM2	-4.6651	-4.6895	1.9996	0.10729000000000001
SUM159PT	Olomoucine II	CDK1	-5.3098	-5.3451	0.7251	0.062677
SUM159PT	Oxaliplatin	DNA cross-linker	-5.5638	-5.6109	0.2485	0.030807
SUM159PT	Oxamflatin	HDAC	-6.5109	-6.5601	-0.2740	0.011585
SUM159PT	PD173074	FGFR1/3	-5.3020000000000005	-5.3026	0.4038	0.075045
SUM159PT	PP242 hydrate	MTOR	-8.2954	-8.5069	-0.8887	0.10822000000000001
SUM159PT	Paclitaxel	TUBB	-8.4355	-8.4836	1.1401	0.0682
SUM159PT	SB-715992	KSP	-7.3792	-7.399	1.9996	0.09199
SUM159PT	Sigma AKT1-2 inhibitor	AKT	-5.1399	-5.1681	0.8726	0.01819
SUM159PT	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.8125	-5.8594	0.5568	0.0010133
SUM159PT	TCS2312 dihydrochloride	CHK1	-6.2497	-6.2669	1.9495	0.045415
SUM159PT	Tamoxifen	ESR1	NaN	NaN	NaN	NaN
SUM159PT	Temsirolimus	MTOR	-6.5159	-6.6252	-1.5216	0.10745
SUM159PT	Topotecan	TOP1	-5.7107	-5.8217	-1.0973	0.13223
SUM159PT	Trichostatin A	HDAC	-5.1844	-5.2343	0.6772	0
SUM159PT	Triciribine	AKT	-5.268	-5.4301	-1.5602	0.35041
SUM159PT	VX-680	AURK/FLT3/ABL/JAK2	-6.608	-6.6556	1.1744	0.1716
SUM159PT	Valproic acid	HDAC	-2.9446	-2.9592	0.1941	0.049633
SUM159PT	Vinorelbine	TUBB	-7.9804	-7.9945	1.9991	0.044545
SUM159PT	Vorinostat	HDAC	-3.8956	-3.9602	0.3068	0.0027226
SUM159PT	XRP44X	ELK3	-6.2735	-6.2992	1.3581	0.07325599999999999
SUM159PT	Z-Leu-Leu-Leu-al	Proteasome	-7.3438	-7.3854	1.8781	0.05555
SUM159PT	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN
SUM185PE	17-AAG	HSP90	-7.2978	-7.531000000000001	1.6599	0.19225
SUM185PE	5-FU	TYMS	-1.7167	-2.5577	0.8922	0.5782
SUM185PE	5-FUdR	TYMS	NaN	NaN	NaN	NaN
SUM185PE	AG1478	EGFR	NaN	NaN	NaN	NaN
SUM185PE	BIBW2992	EGFR/HER2	NaN	NaN	NaN	NaN
SUM185PE	Baicalein	Lipoxygenase	NaN	NaN	NaN	NaN
SUM185PE	Bortezomib	Proteasome	-6.7805	-7.5287	-0.2553	0.11509000000000001
SUM185PE	Bosutinib	Src	NaN	NaN	NaN	NaN
SUM185PE	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN
SUM185PE	CGC-11144	Polyamine analogue	-6.1981	-6.6771	0.3494	0.030979000000000003
SUM185PE	CPT-11	TOP1	-4.5644	-4.8918	0.6853	0.13798
SUM185PE	Carboplatin	DNA cross-linker	-3.5495	-3.9211	0.7364	0.070345
SUM185PE	Cisplatin	DNA cross-linker	-4.5069	-4.7976	0.9642	0.016877
SUM185PE	Docetaxel	TUBB	-5.0	-7.7962	1.9971	0.5991
SUM185PE	Doxorubicin	TOP2	NaN	NaN	NaN	NaN
SUM185PE	Epirubicin	TOP2	-6.0982	-6.4283	0.9290	0.14702
SUM185PE	Erlotinib	EGFR	NaN	NaN	NaN	NaN
SUM185PE	Etoposide	TOP2	-3.5564	-5.2826	-0.8520	0.49146000000000006
SUM185PE	Everolimus	MTOR	NaN	NaN	NaN	NaN
SUM185PE	Fascaplysin	CDK4	-6.8116	-7.2637	0.3730	0
SUM185PE	GSK1059615	PI3K	-6.2921	-7.0653	-0.3551	0.07419500000000001
SUM185PE	GSK1070916	AURK	-5.4944	-5.9594	0.3885	0.044985000000000004
SUM185PE	GSK1120212	MEK	-4.7773	-4.8083	-1.2183	0.80645
SUM185PE	GSK1838705A	IGF1R	-5.3821	-5.614	1.4281	0
SUM185PE	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
SUM185PE	GSK2126458A	PI3K	NaN	NaN	NaN	NaN
SUM185PE	GSK461364	PLK1	-5.1573	-5.8411	0.7874	0.087857
SUM185PE	GSK923295	CENPE	-4.9198	-5.4984	0.7515	0.16617
SUM185PE	Gefitinib	EGFR	-4.8841	-5.0834	1.9975	0.26531
SUM185PE	Geldanamycin	HSP90	-7.5819	-7.8045	1.6911	0.2
SUM185PE	Gemcitabine	DNA replication	-3.8416	-6.391	-0.5694	0.71485
SUM185PE	IKK 16	IKK	NaN	NaN	NaN	NaN
SUM185PE	Ibandronate sodium salt	FDPS	NaN	NaN	NaN	NaN
SUM185PE	Imatinib	ABL/KIT/PDGFR	-4.6852	-4.8795	1.3707	0.0038289
SUM185PE	Ixabepilone	TUBB	-6.3904	NaN	-1.5765	0.17752
SUM185PE	LBH589	HDAC	-6.6847	-7.1017	0.2339	0.044558999999999994
SUM185PE	Lestaurtinib	FLT3/JAK2/TrkA	NaN	NaN	NaN	NaN
SUM185PE	MG-132	Proteasome	NaN	NaN	NaN	NaN
SUM185PE	MLN4924	NAE1	NaN	NaN	NaN	NaN
SUM185PE	NSC663284	CDC25	NaN	NaN	NaN	NaN
SUM185PE	NU6102	CDK1/2	NaN	NaN	NaN	NaN
SUM185PE	Nutlin 3a	MDM2	-4.276	-4.5962	0.6480	0.41065
SUM185PE	Olomoucine II	CDK1	NaN	NaN	NaN	NaN
SUM185PE	Oxaliplatin	DNA cross-linker	-4.2538	-4.4424	1.5688	0.027054
SUM185PE	Oxamflatin	HDAC	-5.752999999999999	-6.4836	-0.3872	0.058605
SUM185PE	PD173074	FGFR1/3	NaN	NaN	NaN	NaN
SUM185PE	PP242 hydrate	MTOR	-4.9089	-5.9164	0.4782	0.47668
SUM185PE	Paclitaxel	TUBB	-4.4776	-7.6561	1.0144	0.5571
SUM185PE	SB-715992	KSP	-6.1462	-7.007999999999999	-0.8016	0.099376
SUM185PE	Sigma AKT1-2 inhibitor	AKT	NaN	NaN	NaN	NaN
SUM185PE	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.4929	-6.0636	-0.0874	0.023708
SUM185PE	TCS2312 dihydrochloride	CHK1	-6.2384	-6.8515	-0.0250	0.18131
SUM185PE	Tamoxifen	ESR1	-4.9251	-5.0872	2.0000	0.004998300000000001
SUM185PE	Temsirolimus	MTOR	NaN	NaN	NaN	NaN
SUM185PE	Topotecan	TOP1	-6.3421	-7.2363	-0.7093	0.20649
SUM185PE	Trichostatin A	HDAC	-4.3845	-4.745	0.8750	0.0098855
SUM185PE	Triciribine	AKT	-5.4228	-6.8671	-0.8221	0.39045
SUM185PE	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
SUM185PE	Valproic acid	HDAC	NaN	NaN	NaN	NaN
SUM185PE	Vinorelbine	TUBB	-6.3313	-8.0357	-1.3456	0.14062
SUM185PE	Vorinostat	HDAC	-3.6227	-4.378	-0.1808	0.02087
SUM185PE	XRP44X	ELK3	NaN	NaN	NaN	NaN
SUM185PE	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
SUM185PE	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN
SUM225CWN	17-AAG	HSP90	NaN	NaN	NaN	NaN
SUM225CWN	5-FU	TYMS	NaN	NaN	NaN	NaN
SUM225CWN	5-FUdR	TYMS	-2.7022	-3.5439	-0.4362	0.37945999999999996
SUM225CWN	AG1478	EGFR	NaN	NaN	NaN	NaN
SUM225CWN	BIBW2992	EGFR/HER2	-7.1185	-7.9561	-0.8986	0.10124
SUM225CWN	Baicalein	Lipoxygenase	-4.1565	-4.4012	1.9996	0.43213
SUM225CWN	Bortezomib	Proteasome	-6.8934	-7.316	0.2774	0.1682
SUM225CWN	Bosutinib	Src	-4.876	-5.9288	-0.5931	0.33581
SUM225CWN	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN
SUM225CWN	CGC-11144	Polyamine analogue	-4.556	-5.4441	-0.7193	0.12312000000000001
SUM225CWN	CPT-11	TOP1	NaN	NaN	NaN	NaN
SUM225CWN	Carboplatin	DNA cross-linker	NaN	NaN	NaN	NaN
SUM225CWN	Cisplatin	DNA cross-linker	NaN	NaN	NaN	NaN
SUM225CWN	Docetaxel	TUBB	NaN	NaN	NaN	NaN
SUM225CWN	Doxorubicin	TOP2	NaN	NaN	NaN	NaN
SUM225CWN	Epirubicin	TOP2	NaN	NaN	NaN	NaN
SUM225CWN	Erlotinib	EGFR	-4.2902	-4.8716	0.2010	0.49792
SUM225CWN	Etoposide	TOP2	-4.604	-4.9845	1.8418	0.47106000000000003
SUM225CWN	Everolimus	MTOR	-6.2102	NaN	-1.8815	0.21904
SUM225CWN	Fascaplysin	CDK4	-6.9375	-7.27	0.9207	0.0048036
SUM225CWN	GSK1059615	PI3K	NaN	NaN	NaN	NaN
SUM225CWN	GSK1070916	AURK	NaN	NaN	NaN	NaN
SUM225CWN	GSK1120212	MEK	NaN	NaN	NaN	NaN
SUM225CWN	GSK1838705A	IGF1R	-5.0272	-5.1909	1.7611	0.050664999999999995
SUM225CWN	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
SUM225CWN	GSK2126458A	PI3K	-7.746	-8.7709	-0.8604	0.18187
SUM225CWN	GSK461364	PLK1	NaN	NaN	NaN	NaN
SUM225CWN	GSK923295	CENPE	NaN	NaN	NaN	NaN
SUM225CWN	Gefitinib	EGFR	NaN	NaN	NaN	NaN
SUM225CWN	Geldanamycin	HSP90	NaN	NaN	NaN	NaN
SUM225CWN	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN
SUM225CWN	IKK 16	IKK	-5.3935	-5.535	1.7970	0.0054108
SUM225CWN	Ibandronate sodium salt	FDPS	NaN	NaN	NaN	NaN
SUM225CWN	Imatinib	ABL/KIT/PDGFR	-4.6481	-4.8764	1.2830	0
SUM225CWN	Ixabepilone	TUBB	-6.3658	-7.3405	-1.5162	0.17295
SUM225CWN	LBH589	HDAC	-6.5968	-6.9399	0.5241	0.016963
SUM225CWN	Lestaurtinib	FLT3/JAK2/TrkA	-5.6184	-5.9222	0.7924	0.11339
SUM225CWN	MG-132	Proteasome	-6.6578	-7.0509	0.6351	0.20951
SUM225CWN	MLN4924	NAE1	-4.7867	-5.3435	0.0250	0.30335
SUM225CWN	NSC663284	CDC25	-5.3946	-5.6456	0.9601	0
SUM225CWN	NU6102	CDK1/2	NaN	NaN	NaN	NaN
SUM225CWN	Nutlin 3a	MDM2	-4.5506	-4.6605	1.4279	0.10144
SUM225CWN	Olomoucine II	CDK1	-5.1291	-5.2857	1.9942	0.3391
SUM225CWN	Oxaliplatin	DNA cross-linker	NaN	NaN	NaN	NaN
SUM225CWN	Oxamflatin	HDAC	-5.6766	-6.1498	-0.1115	0.039224
SUM225CWN	PD173074	FGFR1/3	NaN	NaN	NaN	NaN
SUM225CWN	PP242 hydrate	MTOR	-6.0219	-7.5624	-1.1776	0.26871999999999996
SUM225CWN	Paclitaxel	TUBB	NaN	NaN	NaN	NaN
SUM225CWN	SB-715992	KSP	-6.0579	-6.8646	-1.0286	0.14432999999999999
SUM225CWN	Sigma AKT1-2 inhibitor	AKT	-5.5195	-6.3932	-0.4188	0.092237
SUM225CWN	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.0769	-5.2252	1.6706	0
SUM225CWN	TCS2312 dihydrochloride	CHK1	-5.7337	-6.106	0.7119	0.22430999999999998
SUM225CWN	Tamoxifen	ESR1	NaN	NaN	NaN	NaN
SUM225CWN	Temsirolimus	MTOR	-6.0846	NaN	-1.6698	0.16822
SUM225CWN	Topotecan	TOP1	NaN	NaN	NaN	NaN
SUM225CWN	Trichostatin A	HDAC	-4.6603	-4.8936	1.1509	0.030075
SUM225CWN	Triciribine	AKT	-5.3856	-6.9213	-1.3885	0.3938
SUM225CWN	VX-680	AURK/FLT3/ABL/JAK2	-4.5514	-4.7894	1.2845	0.043392
SUM225CWN	Valproic acid	HDAC	-2.4391	-2.763	1.0472	0.054252999999999996
SUM225CWN	Vinorelbine	TUBB	NaN	NaN	NaN	NaN
SUM225CWN	Vorinostat	HDAC	-3.5428	-3.8546	0.6563	0.033067
SUM225CWN	XRP44X	ELK3	-3.8761	-5.7022	1.5553	0.5317
SUM225CWN	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
SUM225CWN	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN
SUM229PE	17-AAG	HSP90	-7.2089	-7.6089	0.2166	0.20404
SUM229PE	5-FU	TYMS	-3.721	-4.1229	-0.5316	0.060523
SUM229PE	5-FUdR	TYMS	-3.8491	-4.1867	-1.3592	0.19949
SUM229PE	AG1478	EGFR	NaN	NaN	NaN	NaN
SUM229PE	BIBW2992	EGFR/HER2	-5.8323	-6.1683	-0.7539	0.094345
SUM229PE	Baicalein	Lipoxygenase	NaN	NaN	NaN	NaN
SUM229PE	Bortezomib	Proteasome	-6.4994	-6.8705	0.6623	0.034168000000000004
SUM229PE	Bosutinib	Src	-5.7256	-5.9268	-0.0228	0.056486
SUM229PE	CGC-11047	Polyamine analogue	-3.7535	-4.198	-1.1019	0.17390999999999998
SUM229PE	CGC-11144	Polyamine analogue	-5.7935	-6.2524	-0.2557	0.0069399
SUM229PE	CPT-11	TOP1	-4.939	-5.1718	0.5306	0.057742999999999996
SUM229PE	Carboplatin	DNA cross-linker	-4.1552	-4.2629	1.9978	0.2461
SUM229PE	Cisplatin	DNA cross-linker	-5.1801	-5.2987	1.3702	0.12795
SUM229PE	Docetaxel	TUBB	-7.6742	-7.9582	0.7442	0.34581
SUM229PE	Doxorubicin	TOP2	-6.5291	-6.6895	0.2738	0.32079
SUM229PE	Epirubicin	TOP2	-6.4531	-6.6309	0.8106	0.14321
SUM229PE	Erlotinib	EGFR	-4.1759	-4.955	-1.4001	0.5022
SUM229PE	Etoposide	TOP2	-5.7172	-6.0821	-0.0876	0.065887
SUM229PE	Everolimus	MTOR	-4.6927	-4.8947	1.2491	0.055788
SUM229PE	Fascaplysin	CDK4	-6.3782	-6.4457	1.8627	0.0073601
SUM229PE	GSK1059615	PI3K	-5.9458	-6.2709	0.4212	0.0549
SUM229PE	GSK1070916	AURK	-5.859	-6.2571	-0.8714	0.14948
