cell line	drug	target	log10[max. dose (M)]	R^2 (goodness of fit)	log10[EC50 (M)]	log10[IC50 (M)]	log10[GI50 (M)]	HillSlope	E_inf	E_max	AUC
SUM159PT	TCS2312 dihydrochloride	CHK1	-4.4776	0.93705	-6.2601	-6.2497	-6.2669	3.8625	0.045415	0.045415	6.1107
SUM159PT	Tamoxifen	ESR1	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.8167
SUM159PT	Temsirolimus	MTOR	-3.8761	0.8214	-6.5161	-6.5159	-6.6252	0.3483	0	0.10745	4.758
SUM159PT	Topotecan	TOP1	-3.9626	0.9359	-5.7106	-5.7107	-5.8217	0.4674	0	0.13223	5.8324
SUM159PT	Trichostatin A	HDAC	-2.301	0.9727	-5.185	-5.1844	-5.2343	1.599	0	0	4.6160000000000005
SUM159PT	Triciribine	AKT	-4.4776	0.9359	-5.268	-5.268	-5.4301	0.3391	0	0.35041	6.757999999999999
SUM159PT	VX-680	AURK/FLT3/ABL/JAK2	-4.0	0.8415	-6.689	-6.608	-6.6556	2.2569999999999997	0.1716	0.1716	5.7599
SUM159PT	Valproic acid	HDAC	-1.8239	0.9496	-2.9449	-2.9446	-2.9592	1.1440000000000001	0	0.049633	6.6356
SUM159PT	Vinorelbine	TUBB	-4.3335	0.90455	-7.9905	-7.9804	-7.9945	3.9975	0.044545	0.044545	3.3893
SUM159PT	Vorinostat	HDAC	-1.7282	0.9790000000000001	-3.8962	-3.8956	-3.9602	1.237	0	0.0027226	5.4695
SUM159PT	XRP44X	ELK3	-3.8761	0.9201	-6.2976	-6.2735	-6.2992	2.5635	0.07325	0.07325599999999999	5.1111
SUM159PT	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.80865	-7.3579	-7.3438	-7.3854	3.676	0.05555	0.05555	4.2496
SUM159PT	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	17-AAG	HSP90	-4.0	0.87745	-7.3695	-7.2978	-7.531000000000001	3.16	0.19225	0.19225	4.8675
SUM185PE	5-FU	TYMS	-1.7167	0.879	-2.5496	-1.7167	-2.5577	1.8559999999999999	0.5662	0.5782	8.3329
SUM185PE	5-FUdR	TYMS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	AG1478	EGFR	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.8422
SUM185PE	BIBW2992	EGFR/HER2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Baicalein	Lipoxygenase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Bortezomib	Proteasome	-3.7773	0.9489	-6.9133	-6.7805	-7.5287	0.8378	0.113	0.11509000000000001	4.7482
SUM185PE	Bosutinib	Src	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	CGC-11144	Polyamine analogue	-3.15	0.9777	-6.22	-6.1981	-6.6771	1.274	0.030860000000000002	0.030979000000000003	4.4827
SUM185PE	CPT-11	TOP1	-4.0696	0.8266	-4.5644	-4.5644	-4.8918	1.608	0	0.13798	8.0645
SUM185PE	Carboplatin	DNA cross-linker	-2.8697	0.96335	-3.5495	-3.5495	-3.9211	1.666	0	0.070345	7.6061
SUM185PE	Cisplatin	DNA cross-linker	-3.6021	0.9772	-4.507	-4.5069	-4.7976	1.9509999999999998	0	0.016877	7.1377
SUM185PE	Docetaxel	TUBB	-5.0	0.9052	-7.791	-5.0	-7.7962	3.992	0.5991	0.5991	7.6798
SUM185PE	Doxorubicin	TOP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Epirubicin	TOP2	-3.7645	0.9615	-6.1775	-6.0982	-6.4283	1.9040000000000001	0.147	0.14702	5.693
SUM185PE	Erlotinib	EGFR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.021
SUM185PE	Etoposide	TOP2	-3.4776	0.8862	-4.7696	-3.5564	-5.2826	0.5539999999999999	0.3936	0.49146000000000006	7.6197
SUM185PE	Everolimus	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Fascaplysin	CDK4	-4.4776	0.9796	-6.8116	-6.8116	-7.2637	1.295	0	0	5.027
SUM185PE	GSK1059615	PI3K	-3.8761	0.9628	-6.3681	-6.2921	-7.0653	0.7818	0.06376	0.07419500000000001	5.3114
SUM185PE	GSK1070916	AURK	-4.4776	0.90515	-5.4942	-5.4944	-5.9594	1.3090000000000002	0	0.044985000000000004	7.4398
SUM185PE	GSK1120212	MEK	-4.7773	0.7168	-5.7923	-4.7773	-4.8083	0.4298	0.7356	0.80645	8.4395
SUM185PE	GSK1838705A	IGF1R	-4.1759	0.9364	-5.3819	-5.3821	-5.614	2.6910000000000003	0	0	6.4731
SUM185PE	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	GSK2126458A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	GSK461364	PLK1	-4.4776	0.8273	-5.1574	-5.1573	-5.8411	1.726	0	0.087857	7.3788
SUM185PE	GSK923295	CENPE	-4.4776	0.7315	-4.9198	-4.9198	-5.4984	1.6835	0	0.16617	7.6372
SUM185PE	Gefitinib	EGFR	-4.4776	0.9604	-4.9626	-4.8841	-5.0834	3.9930000000000003	0.2568	0.26531	8.4896
SUM185PE	Geldanamycin	HSP90	-4.0	0.96215	-7.667000000000001	-7.5819	-7.8045	3.2289999999999996	0.2	0.2	4.6139
SUM185PE	Gemcitabine	DNA replication	-3.8416	0.8934	-6.7876	-3.8416	-6.391	0.6739	0.7119	0.71485	7.6269
SUM185PE	IKK 16	IKK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Ibandronate sodium salt	FDPS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Imatinib	ABL/KIT/PDGFR	-3.248	0.9547	-4.686	-4.6852	-4.8795	2.5860000000000003	0.003639	0.0038289	6.6258
SUM185PE	Ixabepilone	TUBB	-4.4045	0.8184	-6.3905	-6.3904	NaN	0.3353	0	0.17752	5.2632
SUM185PE	LBH589	HDAC	-4.4776	0.9596	-6.7176	-6.6847	-7.1017	1.176	0.042339999999999996	0.044558999999999994	5.474
SUM185PE	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.3488
SUM185PE	MG-132	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	MLN4924	NAE1	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.7833
SUM185PE	NSC663284	CDC25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	NU6102	CDK1/2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Nutlin 3a	MDM2	-4.1759	0.8178	-4.276	-4.276	-4.5962	1.567	0	0.41065	8.0758
SUM185PE	Olomoucine II	CDK1	-3.8761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.9046
SUM185PE	Oxaliplatin	DNA cross-linker	-3.2013	0.963	-4.2608	-4.2538	-4.4424	2.9665	0.025639	0.027054	6.9847
SUM185PE	Oxamflatin	HDAC	-4.1759	0.8426	-5.7529	-5.752999999999999	-6.4836	0.7646	0	0.058605	6.2274
SUM185PE	PD173074	FGFR1/3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	PP242 hydrate	MTOR	-4.301	0.8186	-5.814	-4.9089	-5.9164	1.393	0.4726	0.47668	7.6185
SUM185PE	Paclitaxel	TUBB	-4.4776	0.9568	-7.6056	-4.4776	-7.6561	2.02	0.5571	0.5571	7.2149
SUM185PE	SB-715992	KSP	-4.4776	0.9243	-6.1466	-6.1462	-7.007999999999999	0.5737	0	0.099376	5.9308
SUM185PE	Sigma AKT1-2 inhibitor	AKT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9616	-5.4933	-5.4929	-6.0636	0.9412	0	0.023708	5.6919
SUM185PE	TCS2312 dihydrochloride	CHK1	-4.4776	0.8544	-6.4236	-6.2384	-6.8515	0.9828	0.1713	0.18131	6.5487
SUM185PE	Tamoxifen	ESR1	-3.7773	0.9923	-4.9263	-4.9251	-5.0872	4.0	0.004973	0.004998300000000001	7.0261
SUM185PE	Temsirolimus	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Topotecan	TOP1	-3.9626	0.7668	-6.6796	-6.3421	-7.2363	0.6116	0.1892	0.20649	5.5134
SUM185PE	Trichostatin A	HDAC	-2.301	0.9885	-4.388999999999999	-4.3845	-4.745	1.834	0.009739	0.0098855	5.5155
SUM185PE	Triciribine	AKT	-4.4776	0.9274	-6.2506	-5.4228	-6.8671	0.5656	0.3299	0.39045	6.9241
SUM185PE	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Valproic acid	HDAC	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Vinorelbine	TUBB	-4.3335	0.8873	-6.3315	-6.3313	-8.0357	0.3935	0	0.14062	5.6054
SUM185PE	Vorinostat	HDAC	-1.7282	0.9753	-3.6222	-3.6227	-4.378	0.8822	0	0.02087	5.7487
SUM185PE	XRP44X	ELK3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM185PE	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	17-AAG	HSP90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	5-FU	TYMS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	5-FUdR	TYMS	-2.301	0.82305	-2.8782	-2.7022	-3.5439	0.7391	0.13312000000000002	0.37945999999999996	7.6664
SUM225CWN	AG1478	EGFR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	BIBW2992	EGFR/HER2	-4.1759	0.9306	-7.2619	-7.1185	-7.9561	0.5364	0.08138	0.10124	4.5543
SUM225CWN	Baicalein	Lipoxygenase	-3.7773	0.8264	-4.3695	-4.1565	-4.4012	3.9989999999999997	0.4297	0.43213	8.1172
SUM225CWN	Bortezomib	Proteasome	-3.7773	0.9664	-7.0403	-6.8934	-7.316	1.212	0.1681	0.1682	4.8162
SUM225CWN	Bosutinib	Src	-4.0	0.80725	-5.2475	-4.876	-5.9288	0.6629	0.1917	0.33581	6.7676
SUM225CWN	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	CGC-11144	Polyamine analogue	-3.15	0.93655	-4.556	-4.556	-5.4441	0.6074	0	0.12312000000000001	6.4315
SUM225CWN	CPT-11	TOP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Carboplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Cisplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Docetaxel	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Doxorubicin	TOP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Epirubicin	TOP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Erlotinib	EGFR	-4.1759	0.83695	-4.566	-4.2902	-4.8716	1.1495	0.19715	0.49792	8.3357
SUM225CWN	Etoposide	TOP2	-3.4776	0.8914	-4.9861	-4.604	-4.9845	3.5845	0.47105	0.47106000000000003	7.7229
SUM225CWN	Everolimus	MTOR	-4.1759	0.7658	-6.2099	-6.2102	NaN	0.2714	0	0.21904	5.2607
SUM225CWN	Fascaplysin	CDK4	-4.4776	0.98475	-6.9386	-6.9375	-7.27	1.893	0.0038265	0.0048036	4.9975
SUM225CWN	GSK1059615	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	GSK1070916	AURK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	GSK1120212	MEK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	GSK1838705A	IGF1R	-4.1759	0.9261	-5.0409	-5.0272	-5.1909	3.3895	0.048	0.050664999999999995	7.8075
SUM225CWN	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	GSK2126458A	PI3K	-4.4776	0.9049	-8.0816	-7.746	-8.7709	0.5508	0.1734	0.18187	4.3953
SUM225CWN	GSK461364	PLK1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	GSK923295	CENPE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Gefitinib	EGFR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Geldanamycin	HSP90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	IKK 16	IKK	-4.1759	0.9778	-5.3949	-5.3935	-5.535	3.475	0.005353	0.0054108	6.7101
SUM225CWN	Ibandronate sodium salt	FDPS	-2.8239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.5431
SUM225CWN	Imatinib	ABL/KIT/PDGFR	-3.248	0.9795	-4.6485	-4.6481	-4.8764	2.4335	0	0	6.5728
SUM225CWN	Ixabepilone	TUBB	-4.4045	0.78795	-6.3655	-6.3658	-7.3405	0.3496	0	0.17295	5.472
SUM225CWN	LBH589	HDAC	-4.4776	0.9429	-6.6066	-6.5968	-6.9399	1.4380000000000002	0.01611	0.016963	5.7102
SUM225CWN	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.8898	-5.6786	-5.6184	-5.9222	1.732	0.106	0.11339	7.0974
SUM225CWN	MG-132	Proteasome	-4.1759	0.90215	-6.8229	-6.6578	-7.0509	1.5530000000000002	0.20875	0.20951	5.6815
SUM225CWN	MLN4924	NAE1	-4.1759	0.7742	-5.0094	-4.7867	-5.3435	1.0175	0.20275	0.30335	7.6015
SUM225CWN	NSC663284	CDC25	-3.7773	0.9629	-5.3948	-5.3946	-5.6456	1.9455	0	0	6.2917
SUM225CWN	NU6102	CDK1/2	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.5388
SUM225CWN	Nutlin 3a	MDM2	-4.1759	0.94735	-4.5507	-4.5506	-4.6605	2.6905	0	0.10144	7.8593
SUM225CWN	Olomoucine II	CDK1	-3.8761	0.8271	-5.2531	-5.1291	-5.2857	3.984	0.3391	0.3391	7.3367
SUM225CWN	Oxaliplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Oxamflatin	HDAC	-4.1759	0.9009	-5.6769	-5.6766	-6.1498	0.9256	0	0.039224	6.0229
SUM225CWN	PD173074	FGFR1/3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	PP242 hydrate	MTOR	-4.301	0.8754	-6.492000000000001	-6.0219	-7.5624	0.4421	0.1901	0.26871999999999996	6.0187
SUM225CWN	Paclitaxel	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	SB-715992	KSP	-4.4776	0.88415	-6.0576	-6.0579	-6.8646	0.4902	0	0.14432999999999999	6.1751
SUM225CWN	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.8847	-5.5194	-5.5195	-6.3932	0.74805	0	0.092237	6.1228
SUM225CWN	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9767	-5.0768	-5.0769	-5.2252	3.1835	0	0	6.7349
SUM225CWN	TCS2312 dihydrochloride	CHK1	-4.4776	0.88965	-5.8876	-5.7337	-6.106	1.6380000000000001	0.21635	0.22430999999999998	7.2159
SUM225CWN	Tamoxifen	ESR1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Temsirolimus	MTOR	-3.8761	0.8593	-6.0851	-6.0846	NaN	0.3143	0	0.16822	4.9875
SUM225CWN	Topotecan	TOP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Trichostatin A	HDAC	-2.301	0.9824	-4.6735	-4.6603	-4.8936	2.2205	0.029939999999999998	0.030075	5.2381
SUM225CWN	Triciribine	AKT	-4.4776	0.9006	-6.2381	-5.3856	-6.9213	0.38195	0.25845	0.3938	6.6658
SUM225CWN	VX-680	AURK/FLT3/ABL/JAK2	-4.0	0.8959	-4.5514	-4.5514	-4.7894	2.436	0	0.043392	7.4471
SUM225CWN	Valproic acid	HDAC	-1.8239	0.892	-2.4391	-2.4391	-2.763	2.0665	0	0.054252999999999996	7.6744
SUM225CWN	Vinorelbine	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Vorinostat	HDAC	-1.7282	0.93435	-3.5607	-3.5428	-3.8546	1.5759999999999998	0.031139999999999998	0.033067	5.907
SUM225CWN	XRP44X	ELK3	-3.8761	0.8463	-5.7491	-3.8761	-5.7022	2.9389999999999996	0.5317	0.5317	7.732
SUM225CWN	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM225CWN	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM229PE	17-AAG	HSP90	-4.0	0.9059999999999999	-7.4045	-7.2089	-7.6089	1.162	0.20395	0.20404	4.6731
SUM229PE	5-FU	TYMS	-1.7167	0.9817	-3.7517	-3.721	-4.1229	0.6918	0.023780000000000003	0.060523	5.6133
SUM229PE	5-FUdR	TYMS	-2.301	0.8967	-3.8489999999999998	-3.8491	-4.1867	0.3898	0	0.19949	5.8891
SUM229PE	AG1478	EGFR	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.834
SUM229PE	BIBW2992	EGFR/HER2	-4.1759	0.8957	-5.8319	-5.8323	-6.1683	0.593	0	0.094345	5.6619
SUM229PE	Baicalein	Lipoxygenase	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.0889
SUM229PE	Bortezomib	Proteasome	-3.7773	0.97165	-6.5023	-6.4994	-6.8705	1.5826	0.008245	0.034168000000000004	4.4892
SUM229PE	Bosutinib	Src	-4.0	0.9394	-5.7620000000000005	-5.7256	-5.9268	0.9843	0.03907	0.056486	5.9801
SUM229PE	CGC-11047	Polyamine analogue	-2.301	0.8315	-3.753	-3.7535	-4.198	0.4659	0	0.17390999999999998	6.2142
SUM229PE	CGC-11144	Polyamine analogue	-3.15	0.9824	-5.794	-5.7935	-6.2524	0.8376	0	0.0069399	4.6658
SUM229PE	CPT-11	TOP1	-4.0696	0.90885	-4.9405	-4.939	-5.1718	1.4445	0.0028699999999999997	0.057742999999999996	7.3792
SUM229PE	Carboplatin	DNA cross-linker	-2.8697	0.8274	-4.2287	-4.1552	-4.2629	3.9939999999999998	0.2461	0.2461	8.2253
SUM229PE	Cisplatin	DNA cross-linker	-3.6021	0.9798	-5.2301	-5.1801	-5.2987	2.585	0.1279	0.12795	6.6232
SUM229PE	Docetaxel	TUBB	-5.0	0.986	-7.979	-7.6742	-7.9582	1.675	0.3458	0.34581	5.9634
SUM229PE	Doxorubicin	TOP2	-6.2596	0.8997	-6.5291	-6.5291	-6.6895	1.209	0	0.32079	7.7006
SUM229PE	Epirubicin	TOP2	-3.7645	0.9624	-6.5365	-6.4531	-6.6309	1.754	0.1432	0.14321	5.1324
SUM229PE	Erlotinib	EGFR	-4.1759	0.917	-4.9917	-4.1759	-4.955	0.3789	0.2579	0.5022	7.4376
SUM229PE	Etoposide	TOP2	-3.4776	0.98635	-5.7671	-5.7172	-6.0821	0.9411	0.055345000000000005	0.065887	5.3267
SUM229PE	Everolimus	MTOR	-4.1759	0.8394	-4.6928	-4.6927	-4.8947	2.377	0	0.055788	7.0898
SUM229PE	Fascaplysin	CDK4	-4.4776	0.9915	-6.3796	-6.3782	-6.4457	3.637	0.007359999999999999	0.0073601	5.8936
SUM229PE	GSK1059615	PI3K	-3.8761	0.9551	-5.9816	-5.9458	-6.2709	1.339	0.050539999999999995	0.0549	5.6768
SUM229PE	GSK1070916	AURK	-4.4776	0.925	-5.8586	-5.859	-6.2571	0.5466	0	0.14948	6.3665
SUM229PE	GSK1120212	MEK	-4.7773	0.86145	-8.0593	-6.8511	-8.2068	0.6907	0.3234	0.32711999999999997	5.4947
SUM229PE	GSK1838705A	IGF1R	-4.1759	0.9674	-5.9299	-5.8999	-6.2471	1.213	0.002073	0.017119	5.94
SUM229PE	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM229PE	GSK2126458A	PI3K	-4.4776	0.9932	-7.8936	-7.7839	-8.5529	0.6262	0.07328	0.079957	4.0235
SUM229PE	GSK461364	PLK1	-4.4776	0.9292	-7.8106	-7.659	-7.7933	4.0	0.3759	0.3759	5.7423
SUM229PE	GSK923295	CENPE	-4.4776	0.9068	-7.4356	-7.2571	-7.4635	2.006	0.2806	0.2806	5.6185
SUM229PE	Gefitinib	EGFR	-4.4776	0.82815	-5.0821	-5.0625	-5.2649	2.7925	0.07535	0.1355	7.349
SUM229PE	Geldanamycin	HSP90	-4.0	0.9714	-7.934	-7.7988	-7.9745	2.011	0.2323	0.2323	4.4107
SUM229PE	Gemcitabine	DNA replication	-3.8416	0.847	-7.1186	-6.2995	-7.0037	1.765	0.4821	0.4821	6.8269
SUM229PE	IKK 16	IKK	-4.1759	0.9805	-5.7029	-5.7033	-6.026	1.67	0	0.0028057	6.1809
SUM229PE	Ibandronate sodium salt	FDPS	-2.8239	0.9274	-4.3369	-4.0918	-4.3004	1.117	0.2338	0.24913000000000002	6.9518
SUM229PE	Imatinib	ABL/KIT/PDGFR	-3.248	0.97025	-4.816	-4.8152	-5.0068	2.658	0.004239	0.0066153	6.0697
SUM229PE	Ixabepilone	TUBB	-4.4045	0.9201	-8.232000000000001	-8.1023	-8.6795	0.85965	0.11930999999999999	0.12554	3.9019
SUM229PE	LBH589	HDAC	-4.4776	0.9446	-6.4706	-6.4482	-6.5547	2.0380000000000003	0.0501	0.050182	5.9048
SUM229PE	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9601	-6.2976	-6.2613	-6.5191	0.8295	0.03337	0.062373000000000005	5.9275
SUM229PE	MG-132	Proteasome	-4.1759	0.9696	-6.9559	-6.9489	-6.9983	3.991	0.03161	0.03161	4.7293
SUM229PE	MLN4924	NAE1	-4.1759	0.9482	-6.6829	-6.4861	-6.6610000000000005	1.5719999999999998	0.2545	0.25459	5.8549
SUM229PE	NSC663284	CDC25	-3.7773	0.9654	-5.3373	-5.3352	-5.3879	4.0	0.009233	0.0092336	6.2323
SUM229PE	NU6102	CDK1/2	-4.1759	0.9278	-5.0012	-4.9477	-5.1456	1.0959999999999999	0.06324	0.16699999999999998	7.1245
SUM229PE	Nutlin 3a	MDM2	-4.1759	0.9147	-4.5464	-4.5464	-4.631	2.574	0	0.12994	7.6274
SUM229PE	Olomoucine II	CDK1	-3.8761	0.9367	-5.1271	-5.0133	-5.1182	2.6860000000000004	0.2529	0.25323	7.2427
SUM229PE	Oxaliplatin	DNA cross-linker	-3.2013	0.912	-5.4753	-5.2234	-5.7059	0.8201	0.1892	0.20012	6.3509
SUM229PE	Oxamflatin	HDAC	-4.1759	0.9831	-5.6699	-5.6469	-5.7802	1.594	0.04071	0.044677	6.4204
SUM229PE	PD173074	FGFR1/3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM229PE	PP242 hydrate	MTOR	-4.301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.6484
SUM229PE	Paclitaxel	TUBB	-4.4776	0.9844	-7.7836	-7.571000000000001	-7.7818	2.419	0.3225	0.3225	5.5947
SUM229PE	SB-715992	KSP	-4.4776	0.9533	-7.5186	-7.4534	-7.5716	2.187	0.1392	0.1392	4.7222
SUM229PE	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.8718	-4.8317	-4.8317	-4.998	1.34	0	0.11675999999999999	6.9316
SUM229PE	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9788	-5.3173	-5.3169	-5.5009	1.2770000000000001	0	0.010698000000000001	6.0188
SUM229PE	TCS2312 dihydrochloride	CHK1	-4.4776	0.8955	-5.9426	-5.7883	-5.9245	2.175	0.2686	0.26908000000000004	7.2144
SUM229PE	Tamoxifen	ESR1	-3.7773	0.8805	-5.0583	-5.0581	-5.4005	0.7517	0	0.09824	6.9534
SUM229PE	Temsirolimus	MTOR	-3.8761	0.8343	-4.7532	-4.7533	-4.9339	0.9252	0	0.1337	6.8083
SUM229PE	Topotecan	TOP1	-3.9626	0.92965	-7.1491	-6.9775	-7.2598	1.5005	0.22385	0.22386	5.0421
SUM229PE	Trichostatin A	HDAC	-2.301	0.982	-4.727	-4.7202	-4.8837	2.42	0.01917	0.019172	5.0419
SUM229PE	Triciribine	AKT	-4.4776	0.9202	-6.1466	-4.4776	-6.1103	0.35555	0.3717	0.50718	6.9973
SUM229PE	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM229PE	Valproic acid	HDAC	-1.8239	0.9137	-2.5827	-2.5826	-2.6931	1.589	0	0.058638	7.0407
SUM229PE	Vinorelbine	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SUM229PE	Vorinostat	HDAC	-1.7282	0.93335	-3.7762	-3.7552	-4.0367	1.775	0.03945	0.040933	5.6922
SUM229PE	XRP44X	ELK3	-3.8761	0.9331	-6.5831	-6.4544	-6.5363	4.0	0.3473	0.3473	5.9861
SUM229PE	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.8067	-6.6619	-6.6019	-6.7072	2.667	0.155	0.155	5.3752
SUM229PE	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9789	-6.2769	-6.2723	-6.4264	1.574	0.007758	0.0082477	5.3125
SUM52PE	17-AAG	HSP90	-4.0	0.89385	-7.2410000000000005	-6.9159	-7.7059	0.84605	0.2178	0.21957	5.0957
SUM52PE	5-FU	TYMS	-1.7167	0.9762	-3.9237	-3.8802	-4.408	0.7006	0.03367	0.060396000000000005	5.4933
SUM52PE	5-FUdR	TYMS	-2.301	0.9222	-3.1384	-2.9055	-3.4754	0.8098	0.17645	0.32788	7.5784
SUM52PE	AG1478	EGFR	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.2111
